Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Sakarya,Kadin,Kolorektal,50-69,26.6,12.5,55.2
Turkiye,Sakarya,Kadin,Kolorektal,70+,98.4,65.6,47.5
Turkiye,Sakarya,Kadin,Tiroid,30-49,43.0,0.6,98.1
Turkiye,Sakarya,Kadin,Tiroid,50-69,38.1,0.5,96.1
Turkiye,Sakarya,Kadin,Tiroid,70+,48.5,1.1,87.8
Turkiye,Sakarya,Kadin,Mide,30-49,2.1,1.2,27.2
Turkiye,Sakarya,Kadin,Mide,50-69,12.6,9.0,23.1
Turkiye,Sakarya,Kadin,Mide,70+,15.8,12.6,10.2
Turkiye,Sakarya,Kadin,Mesane,30-49,1.2,0.2,73.5
Turkiye,Sakarya,Kadin,Mesane,50-69,6.3,2.2,70.2
Turkiye,Sakarya,Kadin,Mesane,70+,9.0,3.7,58.6
Turkiye,Sakarya,Kadin,Diger,30-49,3.0,0.7,72.3
Turkiye,Sakarya,Kadin,Diger,50-69,14.7,5.5,63.3
Turkiye,Sakarya,Kadin,Diger,70+,19.5,7.1,56.0
Turkiye,Samsun,Erkek,Akciger,30-49,13.0,7.7,17.9
Turkiye,Samsun,Erkek,Akciger,50-69,81.8,63.0,12.7
Turkiye,Samsun,Erkek,Akciger,70+,112.3,100.7,5.0
Turkiye,Samsun,Erkek,Prostat,30-49,21.7,4.0,91.8
Turkiye,Samsun,Erkek,Prostat,50-69,27.0,5.3,87.0
Turkiye,Samsun,Erkek,Prostat,70+,194.2,77.1,78.3
Turkiye,Samsun,Erkek,Kolorektal,30-49,11.4,4.0,64.8
Turkiye,Samsun,Erkek,Kolorektal,50-69,24.8,9.7,59.0
Turkiye,Samsun,Erkek,Kolorektal,70+,93.9,54.0,47.8
Turkiye,Samsun,Erkek,Tiroid,30-49,8.5,0.5,98.4
Turkiye,Samsun,Erkek,Tiroid,50-69,9.3,0.5,99.5
Turkiye,Samsun,Erkek,Tiroid,70+,10.8,1.0,85.7
Turkiye,Samsun,Erkek,Mide,30-49,3.2,1.7,30.9
Turkiye,Samsun,Erkek,Mide,50-69,17.7,14.2,23.8
Turkiye,Samsun,Erkek,Mide,70+,26.8,21.4,15.6
Turkiye,Samsun,Erkek,Mesane,30-49,5.1,1.0,74.1
Turkiye,Samsun,Erkek,Mesane,50-69,31.1,7.8,71.0
Turkiye,Samsun,Erkek,Mesane,70+,49.3,15.9,58.5
Turkiye,Samsun,Erkek,Diger,30-49,2.6,0.6,68.0
Turkiye,Samsun,Erkek,Diger,50-69,17.2,5.8,65.5
Turkiye,Samsun,Erkek,Diger,70+,21.0,9.5,55.0
Turkiye,Samsun,Kadin,Akciger,30-49,2.9,1.5,17.1
Turkiye,Samsun,Kadin,Akciger,50-69,18.1,13.8,12.6
Turkiye,Samsun,Kadin,Akciger,70+,23.6,20.5,5.0
Turkiye,Samsun,Kadin,Meme,30-49,50.1,7.1,85.5
Turkiye,Samsun,Kadin,Meme,50-69,100.0,24.4,85.9
Turkiye,Samsun,Kadin,Meme,70+,151.6,41.4,74.3
Turkiye,Samsun,Kadin,Kolorektal,30-49,11.4,3.4,66.8
Turkiye,Samsun,Kadin,Kolorektal,50-69,24.7,10.9,60.8
Turkiye,Samsun,Kadin,Kolorektal,70+,122.1,50.4,47.8
Turkiye,Samsun,Kadin,Tiroid,30-49,35.8,0.6,96.9
Turkiye,Samsun,Kadin,Tiroid,50-69,34.6,0.6,95.5
Turkiye,Samsun,Kadin,Tiroid,70+,57.2,1.1,87.0
Turkiye,Samsun,Kadin,Mide,30-49,2.0,1.0,28.0
Turkiye,Samsun,Kadin,Mide,50-69,10.4,8.7,21.5
Turkiye,Samsun,Kadin,Mide,70+,15.0,13.1,13.4
Turkiye,Samsun,Kadin,Mesane,30-49,1.0,0.3,77.4
Turkiye,Samsun,Kadin,Mesane,50-69,5.4,2.0,75.6
Turkiye,Samsun,Kadin,Mesane,70+,9.6,3.8,59.5
Turkiye,Samsun,Kadin,Diger,30-49,2.6,0.6,68.2
Turkiye,Samsun,Kadin,Diger,50-69,12.6,4.5,65.0
Turkiye,Samsun,Kadin,Diger,70+,19.1,8.7,51.1
Turkiye,Siirt,Erkek,Akciger,30-49,10.5,6.7,19.9
Turkiye,Siirt,Erkek,Akciger,50-69,62.0,55.7,15.9
Turkiye,Siirt,Erkek,Akciger,70+,96.8,87.7,5.0
Turkiye,Siirt,Erkek,Prostat,30-49,23.4,4.4,93.2
Turkiye,Siirt,Erkek,Prostat,50-69,35.3,6.5,83.8
Turkiye,Siirt,Erkek,Prostat,70+,220.6,56.7,76.6
Turkiye,Siirt,Erkek,Kolorektal,30-49,11.9,4.1,61.1
Turkiye,Siirt,Erkek,Kolorektal,50-69,28.4,9.7,57.8
Turkiye,Siirt,Erkek,Kolorektal,70+,87.6,48.1,47.2
Turkiye,Siirt,Erkek,Tiroid,30-49,10.3,0.7,98.4
Turkiye,Siirt,Erkek,Tiroid,50-69,9.8,0.6,99.1
Turkiye,Siirt,Erkek,Tiroid,70+,12.3,1.1,87.2
Turkiye,Siirt,Erkek,Mide,30-49,3.3,1.8,27.4
Turkiye,Siirt,Erkek,Mide,50-69,20.3,13.7,22.9
Turkiye,Siirt,Erkek,Mide,70+,30.7,28.7,13.4
Turkiye,Siirt,Erkek,Mesane,30-49,5.6,1.1,77.3
Turkiye,Siirt,Erkek,Mesane,50-69,34.9,7.6,68.6
Turkiye,Siirt,Erkek,Mesane,70+,47.9,15.4,57.8
Turkiye,Siirt,Erkek,Diger,30-49,2.4,0.6,67.0
Turkiye,Siirt,Erkek,Diger,50-69,17.5,5.0,64.9
Turkiye,Siirt,Erkek,Diger,70+,22.0,9.4,54.7
Turkiye,Siirt,Kadin,Akciger,30-49,2.7,1.2,19.0
Turkiye,Siirt,Kadin,Akciger,50-69,14.9,10.1,15.0
Turkiye,Siirt,Kadin,Akciger,70+,20.2,19.5,5.0
Turkiye,Siirt,Kadin,Meme,30-49,50.7,7.4,87.3
Turkiye,Siirt,Kadin,Meme,50-69,122.1,27.1,88.4
Turkiye,Siirt,Kadin,Meme,70+,178.3,46.9,74.5
Turkiye,Siirt,Kadin,Kolorektal,30-49,12.3,4.1,64.8
Turkiye,Siirt,Kadin,Kolorektal,50-69,25.4,11.4,58.9
Turkiye,Siirt,Kadin,Kolorektal,70+,88.7,61.8,47.1
Turkiye,Siirt,Kadin,Tiroid,30-49,44.2,0.5,97.2
Turkiye,Siirt,Kadin,Tiroid,50-69,38.1,0.7,98.9
Turkiye,Siirt,Kadin,Tiroid,70+,54.5,1.0,84.1
Turkiye,Siirt,Kadin,Mide,30-49,2.1,1.0,26.5
Turkiye,Siirt,Kadin,Mide,50-69,12.0,8.3,25.9
Turkiye,Siirt,Kadin,Mide,70+,17.7,13.8,9.3
Turkiye,Siirt,Kadin,Mesane,30-49,0.9,0.2,76.9
Turkiye,Siirt,Kadin,Mesane,50-69,5.8,2.3,68.3
Turkiye,Siirt,Kadin,Mesane,70+,8.9,3.7,59.0
Turkiye,Siirt,Kadin,Diger,30-49,2.7,0.5,67.4
Turkiye,Siirt,Kadin,Diger,50-69,16.2,5.2,66.9
Turkiye,Siirt,Kadin,Diger,70+,21.5,8.9,49.9
Turkiye,Sinop,Erkek,Akciger,30-49,10.9,6.2,23.0
Turkiye,Sinop,Erkek,Akciger,50-69,65.4,58.4,16.1
Turkiye,Sinop,Erkek,Akciger,70+,81.9,65.5,5.0
Turkiye,Sinop,Erkek,Prostat,30-49,24.1,4.4,91.1
Turkiye,Sinop,Erkek,Prostat,50-69,36.1,5.0,89.2
Turkiye,Sinop,Erkek,Prostat,70+,187.8,59.2,77.1
Turkiye,Sinop,Erkek,Kolorektal,30-49,13.0,4.2,64.9
Turkiye,Sinop,Erkek,Kolorektal,50-69,30.3,11.5,58.7
Turkiye,Sinop,Erkek,Kolorektal,70+,97.8,61.6,45.6
Turkiye,Sinop,Erkek,Tiroid,30-49,8.5,0.6,94.4
Turkiye,Sinop,Erkek,Tiroid,50-69,9.1,0.5,98.3
Turkiye,Sinop,Erkek,Tiroid,70+,13.5,1.0,89.2
Turkiye,Sinop,Erkek,Mide,30-49,3.0,2.0,28.7
Turkiye,Sinop,Erkek,Mide,50-69,16.4,13.1,22.9
Turkiye,Sinop,Erkek,Mide,70+,24.7,23.3,10.6
Turkiye,Sinop,Erkek,Mesane,30-49,5.5,1.1,75.0
Turkiye,Sinop,Erkek,Mesane,50-69,32.6,8.7,67.5
Turkiye,Sinop,Erkek,Mesane,70+,42.9,12.8,59.6
Turkiye,Sinop,Erkek,Diger,30-49,2.5,0.6,71.9
Turkiye,Sinop,Erkek,Diger,50-69,13.9,5.4,64.2
Turkiye,Sinop,Erkek,Diger,70+,23.9,8.5,51.5
Turkiye,Sinop,Kadin,Akciger,30-49,2.7,1.2,18.0
Turkiye,Sinop,Kadin,Akciger,50-69,13.5,10.5,17.4
Turkiye,Sinop,Kadin,Akciger,70+,16.6,13.3,5.0
Turkiye,Sinop,Kadin,Meme,30-49,48.7,8.3,85.9
Turkiye,Sinop,Kadin,Meme,50-69,113.3,25.1,86.2
Turkiye,Sinop,Kadin,Meme,70+,156.0,43.7,72.8
Turkiye,Sinop,Kadin,Kolorektal,30-49,11.6,3.7,65.9
Turkiye,Sinop,Kadin,Kolorektal,50-69,19.3,11.3,59.1
Turkiye,Sinop,Kadin,Kolorektal,70+,82.4,57.4,47.9
Turkiye,Sinop,Kadin,Tiroid,30-49,39.8,0.5,99.5
Turkiye,Sinop,Kadin,Tiroid,50-69,35.8,0.6,99.5
Turkiye,Sinop,Kadin,Tiroid,70+,49.5,1.1,85.5
Turkiye,Sinop,Kadin,Mide,30-49,1.7,1.2,26.1
Turkiye,Sinop,Kadin,Mide,50-69,10.7,8.7,23.5
Turkiye,Sinop,Kadin,Mide,70+,16.0,12.8,8.6
Turkiye,Sinop,Kadin,Mesane,30-49,1.0,0.3,78.9
Turkiye,Sinop,Kadin,Mesane,50-69,5.9,2.4,71.1
Turkiye,Sinop,Kadin,Mesane,70+,8.1,3.8,58.7
Turkiye,Sinop,Kadin,Diger,30-49,2.8,0.7,70.1
Turkiye,Sinop,Kadin,Diger,50-69,16.4,4.6,64.3
Turkiye,Sinop,Kadin,Diger,70+,19.8,9.0,52.4
Turkiye,Sivas,Erkek,Akciger,30-49,11.8,5.8,19.6
Turkiye,Sivas,Erkek,Akciger,50-69,65.4,43.4,18.8
Turkiye,Sivas,Erkek,Akciger,70+,84.8,76.3,5.0
Turkiye,Sivas,Erkek,Prostat,30-49,26.2,4.5,93.3
Turkiye,Sivas,Erkek,Prostat,50-69,33.9,6.1,87.8
Turkiye,Sivas,Erkek,Prostat,70+,201.3,75.9,72.3
Turkiye,Sivas,Erkek,Kolorektal,30-49,12.4,3.9,65.0
Turkiye,Sivas,Erkek,Kolorektal,50-69,24.2,9.5,59.3
Turkiye,Sivas,Erkek,Kolorektal,70+,97.3,62.7,44.7
Turkiye,Sivas,Erkek,Tiroid,30-49,9.8,0.7,97.5
Turkiye,Sivas,Erkek,Tiroid,50-69,8.1,0.6,98.2
Turkiye,Sivas,Erkek,Tiroid,70+,13.2,1.0,89.0
Turkiye,Sivas,Erkek,Mide,30-49,3.1,1.5,29.5
Turkiye,Sivas,Erkek,Mide,50-69,15.5,14.8,28.6
Turkiye,Sivas,Erkek,Mide,70+,26.6,23.9,10.9
Turkiye,Sivas,Erkek,Mesane,30-49,5.6,1.1,76.7
Turkiye,Sivas,Erkek,Mesane,50-69,28.4,10.2,71.4
Turkiye,Sivas,Erkek,Mesane,70+,45.9,15.0,61.3
Turkiye,Sivas,Erkek,Diger,30-49,2.6,0.6,67.8
Turkiye,Sivas,Erkek,Diger,50-69,13.8,5.3,64.2
Turkiye,Sivas,Erkek,Diger,70+,19.6,8.3,54.3
Turkiye,Sivas,Kadin,Akciger,30-49,2.4,1.2,19.5
Turkiye,Sivas,Kadin,Akciger,50-69,11.9,9.3,15.6
Turkiye,Sivas,Kadin,Akciger,70+,18.4,14.7,5.0
Turkiye,Sivas,Kadin,Meme,30-49,50.8,8.6,85.9
Turkiye,Sivas,Kadin,Meme,50-69,121.0,22.9,90.4
Turkiye,Sivas,Kadin,Meme,70+,186.5,42.0,74.7
Turkiye,Sivas,Kadin,Kolorektal,30-49,13.6,3.8,62.3
Turkiye,Sivas,Kadin,Kolorektal,50-69,27.8,11.1,59.3
Turkiye,Sivas,Kadin,Kolorektal,70+,88.8,48.3,47.4
Turkiye,Sivas,Kadin,Tiroid,30-49,40.8,0.6,99.5
Turkiye,Sivas,Kadin,Tiroid,50-69,35.9,0.5,98.1
Turkiye,Sivas,Kadin,Tiroid,70+,52.8,1.1,84.8
Turkiye,Sivas,Kadin,Mide,30-49,2.3,1.2,27.4
Turkiye,Sivas,Kadin,Mide,50-69,12.6,8.2,24.9
Turkiye,Sivas,Kadin,Mide,70+,17.4,16.8,11.0
Turkiye,Sivas,Kadin,Mesane,30-49,0.8,0.3,74.4
Turkiye,Sivas,Kadin,Mesane,50-69,5.5,2.2,70.2
Turkiye,Sivas,Kadin,Mesane,70+,7.8,3.5,57.7
Turkiye,Sivas,Kadin,Diger,30-49,2.9,0.6,68.6
Turkiye,Sivas,Kadin,Diger,50-69,14.5,5.1,65.8
Turkiye,Sivas,Kadin,Diger,70+,15.9,9.5,55.6
Turkiye,Tekirdag,Erkek,Akciger,30-49,12.8,7.2,18.7
Turkiye,Tekirdag,Erkek,Akciger,50-69,72.8,66.2,11.5
Turkiye,Tekirdag,Erkek,Akciger,70+,98.8,79.0,5.0
Turkiye,Tekirdag,Erkek,Prostat,30-49,28.7,4.7,88.2
Turkiye,Tekirdag,Erkek,Prostat,50-69,33.6,5.9,86.2
Turkiye,Tekirdag,Erkek,Prostat,70+,207.0,69.0,76.3
Turkiye,Tekirdag,Erkek,Kolorektal,30-49,13.4,4.0,61.0
Turkiye,Tekirdag,Erkek,Kolorektal,50-69,25.0,13.6,60.3
Turkiye,Tekirdag,Erkek,Kolorektal,70+,113.2,62.3,47.4
Turkiye,Tekirdag,Erkek,Tiroid,30-49,9.2,0.6,95.1
Turkiye,Tekirdag,Erkek,Tiroid,50-69,9.0,0.7,97.1
Turkiye,Tekirdag,Erkek,Tiroid,70+,13.0,1.1,84.6
Turkiye,Tekirdag,Erkek,Mide,30-49,3.3,1.7,26.0
Turkiye,Tekirdag,Erkek,Mide,50-69,17.0,13.9,25.6
Turkiye,Tekirdag,Erkek,Mide,70+,24.7,19.8,10.1
Turkiye,Tekirdag,Erkek,Mesane,30-49,6.1,1.2,77.1
Turkiye,Tekirdag,Erkek,Mesane,50-69,31.8,8.8,68.9
Turkiye,Tekirdag,Erkek,Mesane,70+,50.1,14.8,60.2
Turkiye,Tekirdag,Erkek,Diger,30-49,2.9,0.6,71.4
Turkiye,Tekirdag,Erkek,Diger,50-69,15.9,5.7,64.2
Turkiye,Tekirdag,Erkek,Diger,70+,18.8,8.4,53.4
Turkiye,Tekirdag,Kadin,Akciger,30-49,3.2,1.5,16.1
Turkiye,Tekirdag,Kadin,Akciger,50-69,18.2,15.2,15.8
Turkiye,Tekirdag,Kadin,Akciger,70+,25.7,24.0,5.0
Turkiye,Tekirdag,Kadin,Meme,30-49,51.6,7.7,85.4
Turkiye,Tekirdag,Kadin,Meme,50-69,107.7,23.5,86.6
Turkiye,Tekirdag,Kadin,Meme,70+,156.9,43.1,74.8
Turkiye,Tekirdag,Kadin,Kolorektal,30-49,13.1,4.2,63.6
Turkiye,Tekirdag,Kadin,Kolorektal,50-69,23.3,10.7,59.1
Turkiye,Tekirdag,Kadin,Kolorektal,70+,81.2,62.2,47.3
Turkiye,Tekirdag,Kadin,Tiroid,30-49,39.2,0.7,97.1
Turkiye,Tekirdag,Kadin,Tiroid,50-69,39.7,0.6,97.9
Turkiye,Tekirdag,Kadin,Tiroid,70+,49.9,1.2,85.5
Turkiye,Tekirdag,Kadin,Mide,30-49,2.2,0.9,29.6
Turkiye,Tekirdag,Kadin,Mide,50-69,12.5,9.1,22.6
Turkiye,Tekirdag,Kadin,Mide,70+,16.6,13.3,7.8
Turkiye,Tekirdag,Kadin,Mesane,30-49,1.1,0.2,75.5
Turkiye,Tekirdag,Kadin,Mesane,50-69,5.9,2.1,71.0
Turkiye,Tekirdag,Kadin,Mesane,70+,7.6,4.2,55.8
Turkiye,Tekirdag,Kadin,Diger,30-49,2.8,0.6,67.4
Turkiye,Tekirdag,Kadin,Diger,50-69,15.2,4.4,65.1
Turkiye,Tekirdag,Kadin,Diger,70+,18.6,9.1,51.3
Turkiye,Tokat,Erkek,Akciger,30-49,10.8,6.4,18.1
Turkiye,Tokat,Erkek,Akciger,50-69,61.7,45.7,16.1
Turkiye,Tokat,Erkek,Akciger,70+,99.1,79.3,5.0
Turkiye,Tokat,Erkek,Prostat,30-49,27.7,3.9,94.2
Turkiye,Tokat,Erkek,Prostat,50-69,34.0,5.8,89.2
Turkiye,Tokat,Erkek,Prostat,70+,198.9,64.1,75.9
Turkiye,Tokat,Erkek,Kolorektal,30-49,11.2,4.2,61.6
Turkiye,Tokat,Erkek,Kolorektal,50-69,23.8,10.2,60.4
Turkiye,Tokat,Erkek,Kolorektal,70+,90.5,50.0,45.9
Turkiye,Tokat,Erkek,Tiroid,30-49,9.0,0.5,96.1
Turkiye,Tokat,Erkek,Tiroid,50-69,10.5,0.6,97.6
Turkiye,Tokat,Erkek,Tiroid,70+,12.2,1.0,87.3
Turkiye,Tokat,Erkek,Mide,30-49,3.7,1.8,25.3
Turkiye,Tokat,Erkek,Mide,50-69,20.9,14.9,26.1
Turkiye,Tokat,Erkek,Mide,70+,21.8,17.4,14.5
Turkiye,Tokat,Erkek,Mesane,30-49,5.4,1.1,76.0
Turkiye,Tokat,Erkek,Mesane,50-69,29.6,8.8,70.4
Turkiye,Tokat,Erkek,Mesane,70+,41.2,17.3,59.8
Turkiye,Tokat,Erkek,Diger,30-49,2.8,0.6,69.0
Turkiye,Tokat,Erkek,Diger,50-69,14.1,4.8,65.0
Turkiye,Tokat,Erkek,Diger,70+,19.2,8.4,52.1
Turkiye,Tokat,Kadin,Akciger,30-49,2.9,1.0,19.2
Turkiye,Tokat,Kadin,Akciger,50-69,15.9,10.6,16.4
Turkiye,Tokat,Kadin,Akciger,70+,19.8,17.4,5.0
Turkiye,Tokat,Kadin,Meme,30-49,48.8,7.0,84.6
Turkiye,Tokat,Kadin,Meme,50-69,110.4,27.4,90.3
Turkiye,Tokat,Kadin,Meme,70+,163.8,40.4,71.9
Turkiye,Tokat,Kadin,Kolorektal,30-49,12.7,4.4,63.1
Turkiye,Tokat,Kadin,Kolorektal,50-69,21.1,11.6,60.8
Turkiye,Tokat,Kadin,Kolorektal,70+,83.1,56.8,47.8
Turkiye,Tokat,Kadin,Tiroid,30-49,37.8,0.6,99.5
Turkiye,Tokat,Kadin,Tiroid,50-69,36.8,0.5,94.5
Turkiye,Tokat,Kadin,Tiroid,70+,58.6,1.1,86.4
Turkiye,Tokat,Kadin,Mide,30-49,2.0,1.0,25.6
Turkiye,Tokat,Kadin,Mide,50-69,11.1,7.5,21.7
Turkiye,Tokat,Kadin,Mide,70+,15.7,12.6,10.9
Turkiye,Tokat,Kadin,Mesane,30-49,1.1,0.3,77.4
Turkiye,Tokat,Kadin,Mesane,50-69,6.2,2.2,69.2
Turkiye,Tokat,Kadin,Mesane,70+,8.9,4.4,59.6
Turkiye,Tokat,Kadin,Diger,30-49,3.1,0.5,67.4
Turkiye,Tokat,Kadin,Diger,50-69,16.0,5.1,67.4
Turkiye,Tokat,Kadin,Diger,70+,21.0,8.1,52.6
Turkiye,Trabzon,Erkek,Akciger,30-49,12.2,7.1,21.3
Turkiye,Trabzon,Erkek,Akciger,50-69,82.9,66.9,11.9
Turkiye,Trabzon,Erkek,Akciger,70+,105.4,102.6,5.1
Turkiye,Trabzon,Erkek,Prostat,30-49,24.9,4.2,91.6
Turkiye,Trabzon,Erkek,Prostat,50-69,30.4,6.7,85.7
Turkiye,Trabzon,Erkek,Prostat,70+,180.3,55.0,74.9
Turkiye,Trabzon,Erkek,Kolorektal,30-49,11.7,3.4,65.6
Turkiye,Trabzon,Erkek,Kolorektal,50-69,27.4,11.0,61.5
Turkiye,Trabzon,Erkek,Kolorektal,70+,100.2,52.3,45.1
Turkiye,Trabzon,Erkek,Tiroid,30-49,9.6,0.6,98.5
Turkiye,Trabzon,Erkek,Tiroid,50-69,8.4,0.6,96.8
Turkiye,Trabzon,Erkek,Tiroid,70+,12.5,1.2,85.0
Turkiye,Trabzon,Erkek,Mide,30-49,3.0,1.6,29.3
Turkiye,Trabzon,Erkek,Mide,50-69,19.4,14.8,22.1
Turkiye,Trabzon,Erkek,Mide,70+,27.6,24.5,11.6
Turkiye,Trabzon,Erkek,Mesane,30-49,5.3,1.0,74.4
Turkiye,Trabzon,Erkek,Mesane,50-69,30.1,9.0,71.4
Turkiye,Trabzon,Erkek,Mesane,70+,30.6,14.7,58.3
Turkiye,Trabzon,Erkek,Diger,30-49,3.0,0.5,69.8
Turkiye,Trabzon,Erkek,Diger,50-69,16.8,4.5,65.7
Turkiye,Trabzon,Erkek,Diger,70+,19.7,8.4,51.6
Turkiye,Trabzon,Kadin,Akciger,30-49,3.0,1.9,21.0
Turkiye,Trabzon,Kadin,Akciger,50-69,19.0,13.6,12.1
Turkiye,Trabzon,Kadin,Akciger,70+,25.3,24.9,5.0
Turkiye,Trabzon,Kadin,Meme,30-49,51.7,7.9,89.3
Turkiye,Trabzon,Kadin,Meme,50-69,111.2,21.9,85.3
Turkiye,Trabzon,Kadin,Meme,70+,179.5,35.9,70.3
Turkiye,Trabzon,Kadin,Kolorektal,30-49,12.3,3.7,63.5
Turkiye,Trabzon,Kadin,Kolorektal,50-69,28.0,10.5,55.6
Turkiye,Trabzon,Kadin,Kolorektal,70+,110.8,51.5,45.1
Turkiye,Trabzon,Kadin,Tiroid,30-49,41.4,0.6,98.1
Turkiye,Trabzon,Kadin,Tiroid,50-69,39.5,0.7,97.6
Turkiye,Trabzon,Kadin,Tiroid,70+,59.7,0.9,87.6
Turkiye,Trabzon,Kadin,Mide,30-49,1.9,1.2,27.8
Turkiye,Trabzon,Kadin,Mide,50-69,10.9,9.5,24.6
Turkiye,Trabzon,Kadin,Mide,70+,16.9,14.5,10.1
Turkiye,Trabzon,Kadin,Mesane,30-49,1.1,0.3,76.8
Turkiye,Trabzon,Kadin,Mesane,50-69,5.0,2.3,70.5
Turkiye,Trabzon,Kadin,Mesane,70+,7.8,3.6,58.6
Turkiye,Trabzon,Kadin,Diger,30-49,1.9,0.6,67.9
Turkiye,Trabzon,Kadin,Diger,50-69,15.6,4.7,64.6
Turkiye,Trabzon,Kadin,Diger,70+,23.6,9.4,54.6
Turkiye,Tunceli,Erkek,Akciger,30-49,10.7,6.5,19.1
Turkiye,Tunceli,Erkek,Akciger,50-69,61.0,53.7,13.9
Turkiye,Tunceli,Erkek,Akciger,70+,97.2,89.8,5.0
Turkiye,Tunceli,Erkek,Prostat,30-49,29.1,4.9,89.0
Turkiye,Tunceli,Erkek,Prostat,50-69,33.1,6.4,88.6
Turkiye,Tunceli,Erkek,Prostat,70+,184.9,63.0,76.8
Turkiye,Tunceli,Erkek,Kolorektal,30-49,11.5,3.7,66.3
Turkiye,Tunceli,Erkek,Kolorektal,50-69,25.9,10.4,57.4
Turkiye,Tunceli,Erkek,Kolorektal,70+,97.7,50.0,46.6
Turkiye,Tunceli,Erkek,Tiroid,30-49,9.2,0.7,99.4
Turkiye,Tunceli,Erkek,Tiroid,50-69,8.5,0.7,97.7
Turkiye,Tunceli,Erkek,Tiroid,70+,11.4,1.0,88.8
Turkiye,Tunceli,Erkek,Mide,30-49,3.5,1.8,30.4
Turkiye,Tunceli,Erkek,Mide,50-69,16.8,13.5,20.1
Turkiye,Tunceli,Erkek,Mide,70+,27.4,26.6,13.8
Turkiye,Tunceli,Erkek,Mesane,30-49,5.7,1.0,75.5
Turkiye,Tunceli,Erkek,Mesane,50-69,31.3,7.8,75.9
Turkiye,Tunceli,Erkek,Mesane,70+,45.2,16.0,60.1
Turkiye,Tunceli,Erkek,Diger,30-49,2.9,0.6,68.4
Turkiye,Tunceli,Erkek,Diger,50-69,15.7,5.2,63.5
Turkiye,Tunceli,Erkek,Diger,70+,23.4,9.0,54.3
Turkiye,Tunceli,Kadin,Akciger,30-49,2.8,1.3,20.1
Turkiye,Tunceli,Kadin,Akciger,50-69,14.9,9.9,15.1
Turkiye,Tunceli,Kadin,Akciger,70+,19.8,17.0,7.2
Turkiye,Tunceli,Kadin,Meme,30-49,42.6,6.7,88.4
Turkiye,Tunceli,Kadin,Meme,50-69,121.6,22.0,87.1
Turkiye,Tunceli,Kadin,Meme,70+,179.9,41.9,78.7
Turkiye,Tunceli,Kadin,Kolorektal,30-49,10.6,4.1,65.6
Turkiye,Tunceli,Kadin,Kolorektal,50-69,27.9,10.8,58.5
Turkiye,Tunceli,Kadin,Kolorektal,70+,98.6,59.7,48.1
Turkiye,Tunceli,Kadin,Tiroid,30-49,41.2,0.6,97.8
Turkiye,Tunceli,Kadin,Tiroid,50-69,35.1,0.6,99.5
Turkiye,Tunceli,Kadin,Tiroid,70+,53.7,1.3,86.5
Turkiye,Tunceli,Kadin,Mide,30-49,2.1,1.1,26.4
Turkiye,Tunceli,Kadin,Mide,50-69,11.4,9.8,23.2
Turkiye,Tunceli,Kadin,Mide,70+,15.1,14.6,10.2
Turkiye,Tunceli,Kadin,Mesane,30-49,1.1,0.3,73.1
Turkiye,Tunceli,Kadin,Mesane,50-69,5.8,2.2,67.7
Turkiye,Tunceli,Kadin,Mesane,70+,7.8,3.6,57.6
Turkiye,Tunceli,Kadin,Diger,30-49,2.7,0.6,68.5
Turkiye,Tunceli,Kadin,Diger,50-69,15.5,5.7,68.0
Turkiye,Tunceli,Kadin,Diger,70+,17.8,9.2,52.7
Turkiye,Sanliurfa,Erkek,Akciger,30-49,11.3,6.0,19.7
Turkiye,Sanliurfa,Erkek,Akciger,50-69,62.8,49.6,13.4
Turkiye,Sanliurfa,Erkek,Akciger,70+,83.7,67.0,5.0
Turkiye,Sanliurfa,Erkek,Prostat,30-49,27.9,4.4,92.0
Turkiye,Sanliurfa,Erkek,Prostat,50-69,34.5,6.6,86.9
Turkiye,Sanliurfa,Erkek,Prostat,70+,199.4,67.5,72.9
Turkiye,Sanliurfa,Erkek,Kolorektal,30-49,12.1,4.1,64.7
Turkiye,Sanliurfa,Erkek,Kolorektal,50-69,25.4,11.2,57.5
Turkiye,Sanliurfa,Erkek,Kolorektal,70+,100.6,55.7,46.5
Turkiye,Sanliurfa,Erkek,Tiroid,30-49,8.7,0.6,97.4
Turkiye,Sanliurfa,Erkek,Tiroid,50-69,9.5,0.6,99.5
Turkiye,Sanliurfa,Erkek,Tiroid,70+,14.1,1.0,86.3
Turkiye,Sanliurfa,Erkek,Mide,30-49,4.7,2.5,31.1
Turkiye,Sanliurfa,Erkek,Mide,50-69,26.9,22.4,24.0
Turkiye,Sanliurfa,Erkek,Mide,70+,35.5,28.4,8.8
Turkiye,Sanliurfa,Erkek,Mesane,30-49,5.2,0.8,76.5
Turkiye,Sanliurfa,Erkek,Mesane,50-69,36.1,9.1,68.5
Turkiye,Sanliurfa,Erkek,Mesane,70+,41.2,15.2,57.2
Turkiye,Sanliurfa,Erkek,Diger,30-49,2.9,0.6,67.4
Turkiye,Sanliurfa,Erkek,Diger,50-69,15.9,5.6,68.4
Turkiye,Sanliurfa,Erkek,Diger,70+,25.8,8.1,58.1
